,Kanji,Number (KANJIDIC),Heisig RTK1/3,JIS,KanKen (Jun1=1.5) (Jun2=2.5),strokes,Kana,English
,樌,4171,,5C6E,1,15,カン    Name Readings:  ぬき    ,grove 
,樒,4166,2532,5C69,1,15,ミツ    しきみ    じんこう    ,tree whose branches are placed on Buddhist graves 
,樓,4169,,5C6C,1,15,ロウ    たかどの    ,"tower, turret "
,樔,4163,,5C66,1,15,ソウ    す    すく.う    た.える    ,"nest, dip up, scoop up, come to an end "
,樛,4153,,5C5C,1,15,キュウ    つが    ,"bend, droop, undulate "
,樞,4161,,5C64,1,15,スウ    シュ    とぼそ    からくり    ,"pivot, door "
,樢,4181,,5C78,1,15,ト    チョウ    つた    ,"type of bird, vine "
,樣,4168,,5C6B,1,15,ヨウ    ショウ    さま    ,"Esq., way, manner, situation, polite suffix "
,樮,4144,,5C53,1,14,ほくそ    ,a type of tree 
,樶,4173,,5C70,1,16,サイ    ふし    ,knot in wood 
,樸,4180,,5C77,1,16,ボク    ハク    ホク    こはだ    きじ    ,bark of a tree 
,橄,4170,,5C6D,1,16,カン    ,olive 
,橇,4175,2521,5C72,1,16,キョウ    ゼイ    セイ    そり    かんじき    ,"sled, sleigh, snowshoes "
,橈,4179,,5C76,1,16,ドウ    ジョウ    ニョウ    かい    かじ    たわ.む    たわ.める    ,"oar, scull, paddle "
,橙,4177,,5C74,1,16,トウ    だいだい    ,bitter orange 
,橢,4176,,5C73,1,16,ダ    ,ellipse 
,橦,4178,,5C75,1,16,シュ    ショウ    トウ    ,pole 
,橲,4172,,5C6F,1,16,ツサ    ,used in proper names 
,橸,4174,,5C71,1,16,まさ    ,straight grain 
,檄,4185,,5C7C,1,17,ケキ    げき.する    ふれぶみ    ,"written appeal, manifesto "
,檍,4183,,5C7A,1,17,オク    い    ,"ilex, holm oak, birdlime tree "
,檐,4182,,5C79,1,17,エン    タン    のき    ひさし    ,eaves 
,檗,4188,,5D21,1,17,ハク    ビャク    きはだ    きわだ    ,Amur or Chinese cork tree 
,檠,4184,,5C7B,1,16,ケイ    ゆだめ    ,"straighten a bow, lamp stand "
,檢,4186,,5C7D,1,17,ケン    しら.べる    ,"check, examine "
,檣,4187,,5C7E,1,17,ショウ    ほばしら    ,mast 
,檪,4199,,5D2C,1,17,レキ    ヤク    ロウ    くぬぎ    Name Readings:  いち    ,oak used for charcoal 
,檬,4195,,5D28,1,17,モウ    ,lemon tree 
,檳,4194,,5D27,1,18,ビン    ヒン    ,betel-nut palm 
,檸,4193,,5D26,1,18,ネイ    ドウ    ,lemon tree 
,檻,4190,,5D23,1,19,カン    おり    おばしま    てすり    ,"pen, corral, cell, jail "
,櫁,4167,,5C6A,1,18,ミツ    しきみ    じんこう    ,Japanese star anise 
,櫂,4192,,5D25,1,18,トウ    タク    かい    かじ    ,"oar, scull, paddle "
,櫃,4191,,5D24,1,18,キ    ひつ    ,"chest, coffer, tub "
,櫑,4197,,5D2A,1,19,ライ    さか.だる    ,"decorated wine cask, decorated sword hilt "
,櫚,4200,,5D2D,1,19,ロ    リョ    ,kind of quince 
,櫞,4196,,5D29,1,19,エン    ,kind of lemon tree 
,櫟,4198,,5D2B,1,19,レキ    ヤク    ロウ    くぬぎ    Name Readings:  いち    ,oak for charcoal 
,櫨,2263,,4827,1,20,ロ    はぜ    ,"wax tree, sumac "
,櫪,4201,,5D2E,1,20,レキ    かいばおけ    くぬぎ    ,"manger, fodder trough, horse barn "
,櫺,4205,,5D32,1,21,レイ    リョウ    れんじ    ,latticework 
,櫻,4202,,5D2F,1,21,オウ    ヨウ    さくら    ,cherry 
,欅,4203,,5D30,1,21,キョ    けやき    ,"keyaki, zelkova tree "
,權,4155,,5C5E,1,21,ケン    ゴン    おもり    かり    はか.る    ,"authority, power, rights "
,欒,4206,,5D33,1,23,ラン    おうち    ひじき    まどか    まるい    ,"chinaberry tree, round, harmonious "
,欖,4207,,5D34,1,26,ラン    ,Chinese olive tree 
,欝,115,2856,3135,1,25,ウツ    ウン    うっ.する    ふさ.ぐ    しげ.る    ,"gloom, depression, melancholy "
,欟,4209,,5D36,1,28,つき    ,"keyaki, zelkova tree "
,欷,4211,,5D38,1,11,キ    なげく    ,cry 
,欸,4210,,5D37,1,11,アイ    カイ    ,exclamation 
,欹,4213,,5D3A,1,12,イ    キ    そばだ.てる    そばだ.つ    ,prick up (one's ears) 
,歃,4216,,5D3D,1,13,ソウ    コウ    ショウ    すす.る    ,"sip, slurp, suck "
,歇,4215,,5D3C,1,13,ケツ    カイ    カツ    や.める    ,"exhausted, out of "
,歉,4217,,5D3E,1,14,ケン    カン    あきたりない    ,"insufficiency, lack, shortage "
,歐,4218,,5D3F,1,15,オウ    うた.う    は.く    ,Europe 
,歔,4220,,5D41,1,16,キョ    すすりな.く    ,cry 
,歙,4219,,5D40,1,16,キュウ    キョウ    ショウ    す.う    ,"come together, meet, put away, store "
,歛,4221,,5D42,1,17,レン    ,"tighten, also N2426 "
,歟,4222,,5D43,1,17,ヨ    や    か    ,interrogative particle 
,歡,4223,,5D44,1,21,カン    よろこ.ぶ    ,"delight, joy "
,歸,4224,,5D45,1,18,キ    かえ.る    かえ.す    おく.る    とつ.ぐ    ,"homecoming, arrive at, lead to, result in "
,歹,4225,,5D46,1,4,ガツ    ガチ    タイ    T2がつへん    いちたへん    しにがまえ    ,"bare bone, bad, wrong, death radical (n. 78) "
,歿,4226,,5D47,1,8,ボツ    しぬ    ,die 
,殀,4227,,5D48,1,8,ヨウ    わかじに    ,dying young 
,殃,4229,,5D4A,1,9,オオ    オウ    ヨウ    わざわい    ,"misfortune, disaster, calamity "
,殄,4228,,5D49,1,9,テン    た.つ    つき.る    つく.す    ,"all, completely "
,殍,4230,,5D4B,1,11,ヒョウ    フ    うえじに    ,dying of starvation 
,殕,4232,,5D4D,1,12,フ    ね.る    ,grow mouldy 
,殘,4231,,5D4C,1,12,ザン    のこ.る    のこ.す    そこな.う    のこ.り    ,"leftover, remain, balance "
,殞,4233,,5D4E,1,14,イン    ウン    おち.る    し.ぬ    ,"fall, die "
,殤,4234,,5D4F,1,15,ショウ    わかじに    ,dying at a young age 
,殪,4235,,5D50,1,16,エイ    たお.す    ,"die, bury "
,殫,4236,,5D51,1,16,タン    つき.る    ,"become exhausted, all "
,殯,4237,,5D52,1,18,ヒン    かりもがり    ,"lying in state, unburied coffin "
,殱,4239,,5D54,1,19,セン    つく.す    ほろぼ.す    ,massacre 
,殲,4238,,5D53,1,21,セン    つく.す    ほろぼ.す    ,massacre 
,殳,4240,,5D55,1,4,シュ    また    ほこ    T2ほこつくり    るまた    ,"pike, windy-again radical (no. 79) "
,殷,4241,,5D56,1,10,イン    アン    さかん    ,flourishing 
,殼,4242,,5D57,1,12,カク    コク    バイ    から    ,"husk, nut shell "
,毆,4243,,5D58,1,15,オウ    ク    なぐ.る    たた.く    ,"beat, fight with fists, hit, to strike, brawl "
,毋,4244,,5D59,1,4,ブ    ム    はは    ぼ    ない    なか.れ    T2なかれ    かんのはは    ,"do not, must not, be not, mother radical (no. 80) "
,毓,4245,,5D5A,1,14,イク    そだ.つ    そだ.てる    はぐく.む    ,"bring up, grow up, raise, rear "
,毟,4246,,5D5B,1,8,むし.る    ,"pluck, pick, tear, (kokuji) "
,毫,4248,,5D5D,1,11,ゴウ    コウ    ごう.も    すこし    ,"fine hair, brush, not at all "
,毯,4250,,5D5F,1,12,タン    ,wool rug 
,毳,4249,,5D5E,1,12,ゼイ    セイ    セツ    けば    むくげ    ,"nap, down, fluff "
,氈,4252,,5D61,1,17,セン    もうせん    ,woollen cloth or rug 
,氓,4253,,5D62,1,8,ボウ    たみ    ,people 
,气,4254,,5D63,1,4,キ    ケ    いき    T2きがまえ    ,"spirit, steam radical (no. 84) "
,氛,4255,,5D64,1,8,フン    ,"air, atmosphere, weather "
,氣,4257,,5D66,1,10,キ    ケ    いき    ,"spirit, mind "
,氤,4256,,5D65,1,10,イン    ,spirited 
,汕,4259,,5D68,1,6,サン    ,"fish swimming, fishing with a net "
,汞,4258,,5D67,1,7,コウ    みずがね    ,mercury 
,汢,4260,,5D69,1,6,ヌタ    ,"wetland, marsh "
,汨,4268,,5D71,1,7,コツ    イツ    ベキ    しず.む    ,"to sink, name of a Chinese river "
,汪,4261,,5D6A,1,7,オオ    オウ    Name Readings:  ひろ    ,"flowing full, expanse of water, wide, deep "
,汳,4269,,5D72,1,7,ヘン    ベン    ,proper name 
,汾,4267,,5D70,1,7,フン    ,name of a Chinese river 
,沁,4265,,5D6E,1,7,シン    し.みる    ,"penetrate, soak in "
,沂,4262,,5D6B,1,7,ギ    キ    ギン    ,name of a Chinese river 
,沍,4263,,5D6C,1,7,ゴ    コ    さ.える    こお.る    ひ.える    ,"close up, freeze over, congeal "
,沐,4271,2293,5D74,1,7,モク    もく.する    あら.う    ,wash 
,沒,4270,,5D73,1,7,ボツ    モツ    おぼ.れる    しず.む    ない    ,"not, have not, none, to drown, sink "
,沚,4264,,5D6D,1,7,シ    なぎさ    ,"shore, shoal "
,沛,4266,,5D6F,1,8,ハイ    ,"big rain, swamp "
,沮,4279,,5D7C,1,8,ソ    ショ    はば.む    ,"stop, prevent, defeated, dejected "
,沱,4280,,5D7D,1,8,タ    ダ    ,flowing of tears 
,沺,4282,,5E21,1,8,デン    ,vast surging waters 
,沽,4275,,5D78,1,8,コ    あた.い    あら.い    う.る    ,"price, buying & selling "
,沾,4281,,5D7E,1,8,セン    チョウ    テン    うるお.う    うるお.す    ,"moisten, wet, soak, touch "
,泄,4272,,5D75,1,8,セツ    エイ    も.れる    ,leak 
,泅,4277,,5D7A,1,8,シュウ    およぐ    ,swim 
,泓,4274,,5D77,1,8,オオ    オウ    ふか.い    ,deep clear water 
,泗,4276,,5D79,1,8,シ    なみだ    ,"name of a Chinese river, snivel "
,泙,4285,,5E24,1,8,ホウ    ,surging water 
,泛,4283,,5E22,1,8,ハン    ホウ    うか.ぶ    ,"to drift, float, careless, reckless "
,泝,4278,,5D7B,1,8,ソ    さかのぼる    ,go upstream 
,泪,4286,2294,5E25,1,8,ルイ    レイ    なみだ    ,"tears, weep, cry "
,泯,4284,,5E23,1,8,ビン    ベン    ミン    メン    ほろ.びる    ,"die out, dim "
,泱,4273,,5D76,1,8,オオ    オウ    ,"billowy clouds, deep and broad "
,洌,4297,,5E30,1,9,レツ    レイ    きよ.い    ,pure 
,洒,4296,2292,5E2F,1,9,シャ    ソン    サイ    セン    セイ    すす.ぐ    あら.う    ,"wash, sprinkle "
,洙,4293,,5E2C,1,9,シュ    ,name of a Chinese river 
,洟,4287,,5E26,1,9,イ    テイ    はな.しる    はな.じる    ,"tear, nasal discharge "
,洫,4290,,5E29,1,9,キョク    みぞ    ,ditch 
,洳,4295,,5E2E,1,9,ジュ    ,wet 
,洶,4289,,5E28,1,9,キョウ    わ.く    ,"gush forth, surge "
,洽,4291,,5E2A,1,9,コウ    あまねし    うるお.す    ,far and wide 
,浙,4303,,5E36,1,10,セツ    ,name of a Chinese river 
,浚,4301,,5E34,1,10,シュン    さら.える    さら.う    ,"dredge, drag, clean "
,浣,4298,,5E31,1,10,カン    あら.う    ,wash 
,浤,4300,,5E33,1,10,コウ    ふか.い    ,"rising waters, clear deep water "
,浹,4302,,5E35,1,10,ショウ    あまねし    ,"far and wide, cycle, period "
,涅,4307,2331,5E3A,1,10,ネツ    デツ    そ.める    ,black soil 
,涎,4304,,5E37,1,10,セン    エン    よだれ    ,"saliva, slobber "
,涓,4299,,5E32,1,10,ケン    ,"drop, pure "
,涕,4305,,5E38,1,10,テイ    なみだ    な.く    ,"tears, sympathy "
,涛,2057,,4573,1,10,トウ    なみ    Name Readings:  と    ,"waves, billows "
,涵,4311,,5E3E,1,11,カン    ひた.す    ,immerse 
,涸,4314,,5E41,1,11,コ    カク    か.れる    か.らす    こお.る    ,"dry up, mature "
,淅,4321,,5E48,1,11,セキ    ,wash rice 
,淆,4315,,5E42,1,11,コウ    ま.じる    ,"turbidity, mixing "
,淇,4312,,5E3F,1,11,キ    ,name of a Chinese river 
,淌,4318,,5E45,1,11,トウ    ,flow 
,淒,4320,,5E47,1,11,セイ    サイ    すご.む    さむ.い    すご.い    すさ.まじい    ,"bitter cold, miserable, dreary "
,淕,4325,,5E4C,1,11,リク    ロク    ,"sleet, slush, name of a wetland "
,淙,4323,,5E4A,1,11,ソウ    ,sound of running water 
,淞,4317,,5E44,1,11,ショウ    ,name of a Chinese river 
,淤,4324,,5E4B,1,11,オ    ヨ    どろ    ,"mud, silt, clog up, obstruct "
,淦,4313,,5E40,1,11,カン    コン    あか    ,bilge water 
,淨,4319,,5E46,1,11,ジョウ    セイ    きよ.める    きよ.い    ,"pure, clean, unspoiled "
,淪,4326,,5E4D,1,11,リン    ロン    しず.む    ,"sink, ripple "
,淬,4316,,5E43,1,11,サイ    にらぐ    ,"anneal, quench, temper "
,淮,4327,,5E4E,1,11,ワイ    エ    カイ    ,name of a Chinese river 
,淹,4308,,5E3B,1,11,エン    ,"dip, soak, immerse, stop, linger "
,淺,4322,,5E49,1,11,セン    あさ.い    ,"shallow, not deep, superficial "
,渊,4310,,5E3D,1,11,エン    カク    コウ    ふち    かた.い    はなわ    ,edge 
,渕,4309,2325,5E3C,1,11,エン    カク    コウ    ふち    かた.い    はなわ    ,edge 
,渙,4331,,5E52,1,12,カン    あきらか    Name Readings:  きよし    ,scatter 
,渝,4346,,5E61,1,12,ユ    かわ.る    ,"change, be transformed "
,渟,4340,,5E5B,1,12,テイ    とど.まる    Name Readings:  ぬ    ,stop 
,渣,4335,,5E56,1,12,サ    ,dregs 
,渤,4344,,5E5F,1,12,ボツ    ホツ    ,place name 
,渫,4337,,5E58,1,12,セツ    チョウ    さら.う    ,"dredging, cleaning out "
,渭,4328,,5E4F,1,12,イ    ,name of Chinese river 
,渮,4330,,5E51,1,11,カ    ,name of Chinese river 
,游,4347,,5E62,1,12,ユウ    リュウ    あそ.び    あそ.ぶ    およ.ぐ    ,"float, swim "
,渺,4342,,5E5D,1,12,ビョウ    びょう.たる    ,"tiny, boundless "
,渾,4334,2295,5E55,1,12,コン    すべ.て    にご.る    ,"all, turbidity "
,湃,4341,,5E5C,1,12,ハイ    ,sound of waves 
,湍,4339,,5E5A,1,12,タン    はや.い    はやせ    ,rapids 
,湎,4343,,5E5E,1,12,メン    ベン    おぼ.れる    しず.む    ,"drown, be immersed "
,湟,4333,,5E54,1,12,コウ    ,name of Chinese river 
,湫,4336,,5E57,1,12,シュウ    ショウ    くて    ,"wetlands, marsh, not N2595 "
,湮,4329,,5E50,1,12,イン    エン    しず.む    ふさ.ぐ    ,sink 
,湲,4332,,5E53,1,12,エン    カン    ,flowing water 
,湶,4338,,5E59,1,12,セン    いずみ    ぜに    ,"spring, fountain-head, source "
,溂,4348,,5E63,1,12,ラツ    ,"opposed, biased "
,溏,4360,,5E6F,1,13,トウ    ,mud 
,溘,4350,,5E65,1,13,コウ    ,"sudden, unexpected "
,溟,4363,,5E72,1,13,メイ    うみ    くら.い    ,"dark, ocean "
,溥,4361,,5E70,1,13,フ    ハク    あまねし    ,far and wide 
,溪,4349,,5E64,1,13,ケイ    たに    たにがわ    ,valley 
,溯,4355,,5E6A,1,13,ソ    サク    さかのぼ.る    ,"go upstream, retrace past "
,溲,4357,,5E6C,1,13,シュ    シュウ    ソウ    いばり    ひた.す    ,"urine, also N2554 "
,溷,4352,,5E67,1,13,コン    かわや    けが.れる    にご.る    みだ.れる    ,get muddy 
,溽,4354,,5E69,1,13,ヒョク    ジョク    むしあつ.い    ,humid 
,滂,4362,,5E71,1,13,ホウ    ボウ    ,"flowing, vast "
,滄,4356,,5E6B,1,13,ソウ    ,ocean 
,滌,4375,,5E7E,1,14,デキ    テキ    ジョウ    あら.う    ,"rinse, wash "
,滓,4353,,5E68,1,13,シ    サイ    おり    か.す    ,"dregs, grounds "
,滔,4358,,5E6D,1,13,トウ    はびこ.る    ,overflowing 
,滕,4359,,5E6E,1,15,トウ    わ.く    ,rising water 
,滬,4367,,5E76,1,14,コウ    コ    ,NRC 
,滯,4373,,5E7C,1,14,タイ    テイ    とどこお.る    ,"block up, obstruct, stagnant "
,滲,4371,2291,5E7A,1,14,シン    し.みる    にじ.む    ,imbued with 
,滷,4378,,5F23,1,14,ロ    ,brine 
,滸,4368,,5E77,1,14,コ    ほとり    ,vicinity 
,滾,4369,,5E78,1,14,コン    たぎ.る    たぎ.らかす    ,"flow, boil "
,滿,4345,,5E60,1,14,マン    バン    み.ちる    み.つ    み.たす    ,"fill, full, satisfied "
,漓,4377,,5F22,1,14,リ    うす.い    ,"dropping, soak in "
,漲,4374,,5E7D,1,14,チョウ    みなぎ.る    ,overflow 
,漾,4376,,5F21,1,14,ヨウ    ただよ.う    ,"drift, flow "
,漿,4370,,5E79,1,15,ショウ    こんず    ,a drink 
,潁,4364,,5E73,1,15,エイ    ,name of a Chinese river 
,潘,4390,,5F2F,1,15,ハン    ,water in which rice has been washed 
,潛,4385,,5F2A,1,17,セン    ひそ.む    もぐ.る    かく.れる    くぐ.る    ひそ.める    ,"conceal, hide, lower (voice), hush "
,潦,4394,,5F33,1,15,ロウ    にわたずみ    ,"heavy rainfall, runoff "
,潭,4387,,5F2C,1,15,タン    ジン    ふち    ふか.い    ,"deep water, deep "
,潯,4384,,5F29,1,15,ジン    ふち    ,"shore, banks "
,潴,4419,,5F4C,1,15,チョ    みずたまり    ,"pond, a pool "
,潸,4381,,5F26,1,15,サン    ,flowing of tears 
,潺,4380,,5F25,1,15,セン    サン    ,sound of flowing water 
,潼,4389,,5F2E,1,15,ドウ    トウ    ,high 
,澀,4383,,5F28,1,17,ジュウ    シュウ    しぶ    しぶ.い    しぶ.る    ,"astringent, harsh, uneven, rough "
,澁,4382,,5F27,1,15,ジュウ    シュウ    しぶ    しぶ.い    しぶ.る    ,"astringent, harsh, uneven, rough "
,澂,4388,,5F2D,1,15,チョウ    すま.す    す.む    ,clear and still water 
,澆,4379,,5F24,1,15,ギョウ    そそ.ぐ    ,"sprinkle, thing, shallow, frivolous "
,澎,4391,,5F30,1,15,ホウ    ヒョウ    ,turbulent water 
,澑,4392,,5F31,1,15,リュウ    た.まる    たま.る    た.める    したた.る    たまり    ため    ,"slide, glide, slip, slippery "
,澡,4397,,5F36,1,16,ソウ    あら.う    ,wash 
,澣,4396,,5F35,1,16,カン    あら.う    ,wash 
,澤,4398,,5F37,1,16,タク    さわ    うるお.い    うるお.す    つや    ,swamp 
,澳,4395,,5F34,1,16,オウ    イク    オク    おき    くま    ,"curving shoreline, bend in river "
,澹,4399,,5F38,1,16,タン    セン    あわ.い    ,"calm, quiet, bland, rocking, rippling, suffice "
,濂,4393,,5F32,1,16,レン    ,name of Chinese river 
,濆,4400,,5F39,1,15,フン    ホン    ほとり    わ.く    ,"gush forth, also N2705 "
,濔,4405,,5F3E,1,17,ビ    ,"much, many "
,濕,4403,,5F3C,1,17,シツ    シュウ    しめ.る    しめ.す    うるお.う    うるお.す    ,"wet, moist, humid, damp, an illness "
,濘,4406,,5F3F,1,17,ネイ    ぬか.る    ,muddiness 
,濛,4409,,5F42,1,16,モウ    こさめ    ,dark 
,濟,4402,,5F3B,1,17,サイ    セイ    す.む    す.ます    すく.う    な.す    わた.す    わた.る    ,"to help, aid, relieve, to ferry, cross "
,濬,4404,,5F3D,1,17,シュン    さら.う    ,"deep, dredge "
,濮,4408,,5F41,1,17,ボク    ホク    ,name of Chinese river 
,濱,4407,,5F40,1,17,ヒン    はま    ,"beach, sea coast, river bank "
,濳,4386,,5F2B,1,19,セン    ひそ.む    もぐ.る    かく.れる    くぐ.る    ひそ.める    ,"hide, conceal, secrete, hidden "
,濶,5952,,6F69,1,17,カツ    ひろ.い    ,wide 
,濺,4412,,5F45,1,18,セン    そそ.ぐ    ,"sprinkle, splash "
,濾,4416,2328,5F49,1,18,ロ    リョ    こ.す    ,filter 
,瀁,4414,,5F47,1,18,ヨウ    ,"drift, flow, overflowing, vast "
,瀉,4410,,5F43,1,18,シャ    くだ.す    は.く    Name Readings:  だか    ,evacuation 
,瀋,4411,,5F44,1,18,シン    ,"juice, broth "
,瀏,4415,,5F48,1,18,リュウ    きよ.い    ,clear 
,瀑,4413,,5F46,1,18,バク    ハク    ホウ    ボウ    ホク    ボク    たき    にわかあめ    ,waterfall 
,瀘,4421,,5F4E,1,19,ロ    ,name of river in China 
,瀚,4418,,5F4B,1,19,カン    ひろ.い    Name Readings:  なみ    ,wide & large 
,瀛,4417,,5F4A,1,19,エイ    うみ    ,"ocean, swamp "
,瀝,4420,,5F4D,1,19,レキ    したた.る    ,dropping 
,瀟,4422,,5F4F,1,19,ショウ    ,"pure, clean "
,瀧,1769,,426D,1,19,ロウ    ソウ    たき    ,"waterfall, rapids, cascade "
,瀰,4423,,5F50,1,20,ビ    ミ    ,"copious flow, broad, extensive "
,瀲,4425,,5F52,1,20,レン    なぎさ    ,"brimming, rippling "
,瀾,4424,,5F51,1,20,ラン    なみ    ,large waves 
,灌,4366,,5E75,1,20,カン    そそ.ぐ    ,pour 
,灑,4426,,5F53,1,22,シャ    サイ    サ    セ    そそ.ぐ    ,"sprinkle, wash, free and easy "
,灣,4427,,5F54,1,25,ワン    いりえ    ,"gulf, bay, inlet "
,炒,4429,,5F56,1,8,ソウ    ショウ    い.る    いた.める    ,"broil, parch, roast, fry "
,炙,4428,,5F55,1,8,シャ    セキ    あぶ.る    ,"roast, broil, toast, cauterize "
,炬,4432,2536,5F59,1,9,コ    キョ    Name Readings:  たい    ,"torch, signal fire "
,炮,4435,,5F5C,1,9,ホウ    あぶ.る    ,"burn, roast "
,炯,4430,,5F57,1,9,ケイ    キョウ    あきらか    Name Readings:  かま    ,"light, clear "
,炳,4434,,5F5B,1,9,ヘイ    あきらか    ,clear & bright 
,炸,4433,,5F5A,1,9,タク    サ    サク    ,"frying, explosion "
,烋,4437,,5F5E,1,10,コウ    キュウ    キョウ    ,"boasting, fortunate, beautiful "
,烙,4439,2545,5F60,1,10,ラク    カク    や.く    ,burn 
,烝,4438,,5F5F,1,10,ジョウ    ショウ    む.す    もろもろ    ,"many, offer, dedicate, to steam "
,烟,4436,,5F5D,1,10,エン    けむ.る    けむり    けむ.い    ,smoke 
,烱,4431,,5F58,1,11,ケイ    キョウ    あきらか    ,"light, clear "
,烽,4441,,5F62,1,11,ホウ    のろし    とぶひ    ,signal fire 
,焉,4440,,5F61,1,11,エン    いずく.んぞ    ここに    これ    ,"how, why, then "
,焙,4443,,5F64,1,12,ホウ    ハイ    ほう.じる    あぶ.る    ,"fire, roast "
,焜,4442,,5F63,1,12,コン    かが.やく    ,shine 
,煌,4449,,5F6A,1,13,コウ    きらめ.く    きら.めく    かが.やく    ,"glitter, gleam, twinkle "
,煕,4445,3005,5F66,1,13,キ    たのし.む    ひか.る    ひろ.い    よろこ.ぶ    かわ.く    あきらか    ひろ.める    ひろ.まる    Name Readings:  おき    ひろし    ,shine 
,煖,4450,,5F6B,1,13,ダン    カン    ケン    ナン    あたた.か    あたた.める    ,warm 
,煢,4448,,5F69,1,13,ケイ    ひとりもの    ,"all alone, without any family, worry "
,煥,4444,,5F65,1,13,カン    あきらか    ,shine 
,煦,4447,,5F68,1,13,ク    あたた.める    ,warm 
,煬,4451,,5F6C,1,13,ヨウ    あぶ.る    や.く    ,"roast, burn "
,熄,4454,,5F6F,1,14,ソク    き.える    や.む    ,cessation 
,熈,4446,,5F67,1,15,キ    たのし.む    ひか.る    ひろ.い    よろこ.ぶ    かわ.く    あきらか    ひろ.める    ひろ.まる    ,shine 
,熏,4452,,5F6D,1,14,クン    くす.べる    ふす.べる    いぶ.す    いぶ.る    くす.ぶる    くゆ.らす    ,"smoke, fog, vapor, smoke, cure "
,熕,4455,,5F70,1,14,コウ    ,cannon 
,熨,4456,,5F71,1,15,イ    ウツ    のし    おさ.える    の.す    ひのし    ,"flatiron, smooth out "
,熬,4457,,5F72,1,15,ゴウ    い.る    ,"parch, roast "
,熹,4459,,5F74,1,16,キ    あぶ.る    あかるい    Name Readings:  あきら    ,"burn, faint light "
,熾,4460,,5F75,1,16,シ    おこ.る    おこ.す    さかん    ,kindling fire 
,燈,2059,2972,4575,1,16,トウ    ひ    ほ-    ともしび    とも.す    あかり    ,nonstandard for J825 
,燉,4462,,5F77,1,16,トン    ,fiery 
,燒,4461,,5F76,1,16,ショウ    や.く    や.ける    Name Readings:  やき    ,"burn, bake, heat, roast "
,燔,4463,,5F78,1,16,ハン    や.く    ,burn 
,燗,4458,,5F73,1,16,ラン    カン    かん.する    ,warming sake 
,營,3306,,535B,1,17,エイ    いとな.む    いとな.み    ,"camp, perform, build, conduct (business) "
,燠,4465,,5F7A,1,17,ウ    イク    オウ    おき    あたたか.い    ,embers 
,燧,4467,,5F7C,1,17,スイ    ひうち    ひきり    のろし    ,signal fire 
,燬,4466,,5F7B,1,17,キ    や.く    ,blaze 
,燮,3210,,5259,1,17,ショウ    やわ.らげる    ,"moderate, alleviate, boil over low heat "
,燵,4468,,5F7D,1,17,タツ    ,"foot warmer, (kokuji) "
,燹,4470,,6021,1,18,セン    のび    ,prairie fire 
,燻,4453,,5F6E,1,18,クン    くす.べる    ふす.べる    いぶ.す    いぶ.る    くす.ぶる    くゆ.らす    ,"smoulder, fume, oxidize "
,燼,4469,,5F7E,1,18,ジン    もえのこり    ,embers 
,爍,4472,,6023,1,19,シャク    とか.す    ひか.る    ,"shine, melt "
,爐,4473,,6024,1,20,ロ    いろり    ,"fireplace, stove, oven, furnace "
,爛,4474,,6025,1,21,ラン    ただ.れる    ,"be sore, inflamed, bleary, fester "
,爨,4475,,6026,1,29,サン    かし.ぐ    かまど    ,"cook, boil "
,爬,4477,,6028,1,8,ハ    か.く    ,scratch 
,爭,4476,,6027,1,8,ソウ    あらそ.う    いか.でか    ,"to dispute, fight, contend, strive "
,爰,4478,,6029,1,9,エン    ここ.に    ,"lead on to, therefore, then "
,爲,4479,,602A,1,12,イ    ため    な.る    な.す    す.る    たり    つく.る    なり    ,"change, be of use, reach to, do, try, practice, cost, serve as "
,爻,4480,,602B,1,4,コウ    ギョウ    まじ.わる    T2めめ    まじわる    ,"to mix with, to asociate with, to join, double X radical (no. 89) "
,爼,4481,,602C,1,9,ソ    ショ    まないた    ,"altar of sacrifice, chopping board "
,爿,4482,,602D,1,4,ショウ    ソウ    T2しょうへん    ,left-side kata 
,牀,4483,,602E,1,8,ショウ    ソウ    ゆか    ,"bed, couch, bench, chassis "
,牆,4484,,602F,1,16,ショウ    かき    ,"fence, hedge, wall "
,牋,4485,,6030,1,12,セン    ,"paper, label, letter, composition "
,牘,4486,,6031,1,19,トク    かきもの    ふだ    ,letter 
,牴,4487,,6032,1,9,テイ    ふ.れる    ,touch 
,牾,4488,,6033,1,11,ゴ    ,"go against, be contrary to "
,犁,4490,,6035,1,11,リ    レイ    リュウ    すき    ,plow 
,犂,4489,,6034,1,12,リ    レイ    リュウ    すき    ,plow 
,犇,4491,,6036,1,12,ホン    ひし.めく    ひしひし    は.しる    ,"clamour, crowded "
,犒,4492,,6037,1,14,コウ    ねぎら.う    ,"thanks, reward "
,犖,4493,,6038,1,14,ラク    まだらうし    ,"brindled cow, bright, excel "
,犢,4494,,6039,1,19,トク    こうし    ,calf 
,犧,4495,,603A,1,20,ギ    キ    いけにえ    ,sacrifice 
,犲,4497,,603C,1,6,サイ    やまいぬ    ,"wolf, cruel, wicked, mean "
,犹,4496,,603B,1,7,ジョウ    ユウ    ヨウ    なお    ,condition 
,狃,4498,,603D,1,7,ジュウ    な.れる    なら.う    ,"get used to, learn "
,狄,4500,,603F,1,7,テキ    えびす    ,barbarian 
,狆,4499,,603E,1,7,チュウ    ちん    ,"Pekinese dog, Japanese spaniel "
